Gene,TSS
Grk5,60965651
Gm7102,61252212
Csf2ra,61304321
Fam171a1,3035659
Nmt2,3201559
Rpp38,3249900
Acbd7,3253439
Olah,3283841
Meig1,3339920
Dclre1c,3341402
Suv39h2,3392258
Hspa14,3430086
Cdnf,3430336
Fam107b,3630729
Frmd4a,4073908
Frmd4a,4322021
Frmd4a,4480799
Prpf18,4573132
Bend7,4639190
Sephs1,4802609
Phyh,4840041
Ucma,4897167
Mcm10,4933837
Optn,4984984
Ccdc3,5058821
Camk1d,5635710
Cdc123,5766006
Nudt5,5766079
Sec61a2,5816399
Dhtkd1,5863838
Upf2,5872514
5430407P10Rik,6051231
Gm10857,6053914
Gm10857,6053928
Echdc3,6134040
Usp6nl,6243802
Usp6nl,6273781
Celf2,6806042
5031426D15Rik,6849768
Celf2,7002348
Celf2,7317627
Celf2,7317825
Gata3,9800227
4930412O13Rik,9802872
Taf3,9970236
Atp5c1,10002137
Kin,10002238
Itih2,10052310
Itih5,10075169
Sfmbt2,10294208
Mir669b,10389416
Mir669a-3,10396059
Mir669a-2,10398477
Mir669a-2,10400935
Mir467b,10402874
Mir669a-2,10403381
Mir669a-2,10405816
Mir669a-2,10408273
Mir669a-2,10413186
Mir669a-2,10415648
Mir669a-2,10420531
Mir669a-2,10422959
Mir467d,10429256
Mir466,10429544
Mir669c,10430922
Mir669a-2,10431790
Mir297b,10433293
Mir466g,10436221
Mir297c,10437446
Prkcq,11094008
Pfkfb3,11423717
Pfkfb3,11475556
Rbm17,11524826
Il2ra,11564418
Il15ra,11627162
Il15ra,11627474
Fbxo18,11699154
Ankrd16,11699379
Itga8,12223547
Fam188a,12341087
Pter,12845667
C1ql3,12932491
Rsu1,13192905
Cubn,13413503
Trdmt1,13466291
Vim,13495937
St8sia6,13715147
Ptpla,13977662
Stam,13995738
Fam23a,14096150
Mrc1,14151040
Mir511,14182629
Slc39a12,14310024
Cacnb2,14525932
Gm13315,14642268
Nsun6,14970939
Nsun6,14976499
Arl5b,14976988
Plxdc2,16277948
Nebl,17652695
H2afb1,17918573
LOC100034739,17948875
A930004D18Rik,17959368
2810030E01Rik,17970076
Mllt10,17976897
Dnajc1,18314134
Commd3,18594088
Bmi1,18598644
BC061194,18620648
Pip4k2a,18919748
4930426L09Rik,18919945
Armc3,19120744
Msrb2,19293262
Ptf1a,19367289
4921504E06Rik,19475537
Otud1,19579688
Etl4,20211539
Etl4,20431673
Etl4,20441139
Arhgap21,20889348
Gm13375,20890500
Enkur,21126992
Thnsl1,21127350
Gpr158,21289193
Myo3a,22149129
Gad2,22477846
Apbb1ip,22629846
Pdss1,22751041
Abi1,22895760
Acbd5,22923720
Acbd5,22924591
Mastl,23011544
Yme1l1,23012065
4931423N10Rik,23062995
Nxph2,23176765
Spopl,23427624
Hnmt,23904899
Tbpl2,23952115
Il1f8,24008691
Il1f9,24041995
Il1f6,24070936
Il1f5,24132473
Il1f5,24132790
Il1f10,24146715
Il1rn,24192379
Il1rn,24200810
Il1rn,24200890
Psd4,24240916
Pax8,24331086
Cacna1b,24618567
Cacna1b,24618672
Ehmt1,24775110
Arrdc1,24790801
Zmynd19,24805321
Wdr85,24817941
Mrpl41,24830618
Pnpla7,24831552
Nelf,24909898
Entpd8,24935842
Noxa1,24950725
Nrarp,25036277
A830007P12Rik,25052333
Cobra1,25067009
4933433C11Rik,25070150
Fam166a,25074264
Tubb2c,25080222
Slc34a3,25089727
Gm757,25092307
2310002J15Rik,25095417
Rnf208,25098448
Ndor1,25110934
Tmem203,25110958
Tprn,25118117
Ssna1,25127938
Anapc2,25127985
Tmem210,25143664
Lrrc26,25145430
Grin1,25174683
AA543186,25188091
Man1b1,25188262
Dpp7,25211852
Uap1l1,25221146
2010317E24Rik,25227840
Entpd2,25251393
Npdc1,25258602
Fut7,25279213
Abca2,25284193
Clic3,25312362
BC029214,25316614
Ptgds,25325269
Lcn12,25349431
C8g,25356026
Fbxw5,25356297
Traf2,25402414
Edf1,25413419
Mamdc4,25426836
Phpt1,25430391
Gm996,25435619
B230208H17Rik,25463966
4921530D09Rik,25473198
Tmem141,25477522
Tmem141,25477525
Fcna,25483494
Lcn8,25508637
Lcn5,25513474
Lcn6,25532305
Lcn10,25538245
Lcn13,25555593
Bmyc,25562398
Lcn14,25592528
Lcn3,25621088
Lcn11,25632536
Glt6d1,25671356
Lcn9,25678672
Sohlh1,25702768
Kcnt1,25719373
Kcnt1,25733380
Camsap1,25838802
Ubac1,25877280
Nacc2,25947916
Nacc2,25978331
Lhx3,26062076
Qsox2,26092940
4932418E24Rik,26150077
Gpsm1,26171059
Dnlz,26207630
Card9,26215067
Snapc4,26236173
Sdccag3,26244836
Pmpca,26244867
Inpp5e,26264708
Sec16a,26300736
Notch1,26359342
Egfl7,26436575
Egfl7,26439383
Egfl7,26442149
Mir126,26446876
Agpat2,26459730
Fam69b,26483976
Snora43,26493505
Snora17,26494841
Snhg7,26495764
Lcn4,26526802
Abo,26720499
Surf6,26758333
Med22,26766162
Rpl7a,26766326
Surf2,26771940
Surf1,26772050
Surf4,26789031
Gm711,26789588
Rexo4,26819906
Adamts13,26828935
5930434B04Rik,26865485
Slc2a6,26883518
Tmem8c,26923388
Tmem8c,26927681
Adamtsl2,26934900
Fam163b,26997994
Dbh,27021026
Sardh,27102332
Vav2,27282345
Brd3,27330918
Brd3,27331193
Wdr5,27370666
Rxra,27532720
Col5a1,27741944
Fcnb,27940398
F730016J06Rik,27977067
Olfm1,28048612
Olfm1,28061208
Gm347,28303460
1700007K13Rik,28321844
Mrps2,28323585
Gbgt1,28352410
Ralgds,28368686
Ralgds,28388983
Cel,28418882
Gtf3c5,28438799
Gfi1b,28477502
Tsc1,28496762
1700026L06Rik,28555171
1190002A17Rik,28555680
Gtf3c4,28695880
Ddx31,28695925
Barhl1,28771941
Barhl1,28771960
1700101E01Rik,28910586
Ttf1,28915782
Setx,28980511
Ntng2,29103560
6530402F18Rik,29108513
Med27,29202355
Rapgef1,29475239
Gm13547,29617047
Gm13547,29617082
Trub2,29643191
Coq4,29643782
Slc27a4,29658199
Urm1,29682908
Mir219-2,29701247
Cercam,29725013
Odf2,29745239
Odf2,29745582
Gle1,29790928
Spna2,29821079
Wdr34,29904399
Set,29917562
Pkn3,29934285
Zdhhc12,29949155
Zer1,29979974
Tbc1d13,29989390
Endog,30027043
D2Wsu81e,30033968
D2Wsu81e,30033975
D2Wsu81e,30033977
Ccbl1,30061219
1700084E18Rik,30093151
Lrrc8a,30093288
Phyhd1,30122068
Dolk,30141874
Nup188,30141952
Sh3glb2,30214751
Fam73b,30219854
Dolpp1,30247935
Crat,30271268
Ppp2r4,30271569
Ier5l,30329719
Cstad,30450563
1700001O22Rik,30657227
1700001O22Rik,30659177
Mettl11a,30663496
Asb6,30683820
Prrx2,30700886
Ptges,30758817
Tor1b,30808520
Tor1a,30823438
BC005624,30837461
Usp20,30837798
Fnbp1,30952020
Fnbp1,30997528
Gpr107,31007835
Ncs1,31101442
Ass1,31325789
Fubp3,31428244
Prdm12,31495556
Exosc2,31526256
Abl1,31544075
Abl1,31615464
Qrfp,31666038
Fibcd1,31701525
Lamc3,31742800
Aif1l,31805822
Nup214,31829969
Fam78a,31939225
Ppapdc3,31951170
Bat2l,32006667
Pomt1,32092202
Uck1,32115625
2900010J23Rik,32143588
Golga2,32143772
Mir199b,32173979
Dnm1,32208824
Ciz1,32218753
1110008P14Rik,32237435
Lcn2,32243259
Ptges2,32251409
Slc25a25,32286671
Naif1,32305976
Slc25a25,32306990
Fam102a,32390878
Dpm2,32426377
Pip5kl1,32431338
St6galnac4,32443009
St6galnac6,32455228
St6galnac6,32462480
Ak1,32485023
Eng,32502114
Fpgs,32549695
Cdk9,32568304
Sh2d3c,32576591
Tor2a,32612790
Ttc16,32630903
Ptrh1,32631340
1700019L03Rik,32639925
Stxbp1,32702752
Stxbp1,32702757
Fam129b,32731653
Lrsam1,32816771
Rpl12,32817231
Snora65,32818820
Slc2a8,32837576
Garnl3,32942724
Angptl2,33071480
Ralgps1,33226998
Zbtb34,33286844
Zbtb43,33324052
Lmx1b,33496031
Fam125b,33743466
Pbx3,34227556
Mapkap1,34287544
Gapvd1,34610752
Hspa5,34627609
Rabepk,34655311
Fbxw2,34678701
Fbxw2,34681755
Psmd5,34726482
D730039F16Rik,34729955
Phf19,34769496
Traf1,34817292
Hc,34916961
AI182371,34956180
Cep110,34965011
Rab14,35056640
Gsn,35137959
Stom,35192529
4930402F06Rik,35252695
Ggta1,35316945
Dab2ip,35413977
Dab2ip,35477500
Dab2ip,35547513
Ttll11,35835144
Ndufa8,35904812
Morn5,35904992
Lhx6,35959580
Lhx6,35960928
Mrrf,35991917
Rbm18,35992224
Ptgs1,36085945
Olfr335,36157016
Olfr338,36232297
Mir684-1,36245430
Olfr339,36276919
Olfr340,36308106
Olfr341,36335648
Olfr342,36382933
Olfr344,36424119
Olfr345,36495560
Olfr346,36543523
Olfr347,36589842
Olfr348,36642046
Olfr50,36648757
Olfr3,36668610
Olfr350,36705567
Olfr351,36715866
Olfr352,36725087
Olfr353,36746366
Olfr354,36762467
Olfr355,36783632
Olfr356,36792640
Olfr357,36852331
Olfr358,36861132
Olfr360,36923826
Olfr361,36941266
Olfr362,36961168
Olfr365,37056762
Olfr366,37075010
Olfr367,37122470
Olfr368,37187268
Pdcl,37214852
Snord90,37255648
Rc3h2,37278423
Zbtb6,37286439
Zbtb26,37298641
Rabgap1,37298804
Rabgap1,37307773
Gpr21,37372145
Strbp,37502805
Crb2,37631768
Dennd1a,38142904
Lhx2,38206827
Nek6,38367216
Nek6,38367395
Psmb7,38499426
Nr5a1,38570062
Nr6a1,38640035
Mir181a-2,38708254
Mir181b-2,38709349
Nr6a1,38781981
Olfml2a,38787499
Wdr38,38853828
Rpl35,38860651
Arpc5l,38863658
Golga1,38920926
Gm16523,39017755
Scai,39046250
Ppp6c,39081858
Lrp1b,42509118
Kynu,43410848
Arhgap15,43604343
Arhgap15,43604346
Gtdc1,44717142
Gm13476,44966657
Gm13476,44967779
Zeb2,44968799
Acvr2a,48669628
Orc4l,48804787
Mbd5,48805027
Epc2,49307005
Kif5c,49474833
Lypd6b,49643205
Lypd6,49921981
Mmadhc,50152197
Gm13498,50765203
Rnd3,51004631
Tas2r134,51483030
Rbm43,51790164
Rbm43,51790529
Nmi,51828728
Tnfaip6,51893632
Rif1,51928356
Neb,52194318
Arl5a,52280394
Cacnb4,52414087
Cacnb4,52532101
Stam2,52601183
Fmnl2,52716901
Prpf40a,53050221
Arl6ip6,53051117
Rprm,53937963
Galnt13,54288797
Kcnj3,55289566
Nr4a2,56967449
Nr4a2,56976414
Gpd2,57090088
Gpd2,57090792
Galnt5,57850565
Ermn,57905163
Cytip,58012533
Acvr1c,58177218
Acvr1c,58210169
Acvr1,58419239
Upp2,58607595
Ccdc148,58998684
Pkp4,58998906
Dapl1,59322713
Tanc1,59450100
Wdsub1,59720663
Baz2b,59963797
7-Mar,60047992
Cd302,60122475
Ly75,60221288
Pla2r1,60391318
Itgb6,60511750
Itgb6,60560660
Rbms1,60719495
Rbms1,60801261
Tank,61416642
Tank,61431153
Psmd14,61549750
Tbr1,61642509
Slc4a10,61884596
Dpp4,62250288
Gcg,62321710
Fap,62412078
Ifih1,62484312
Gca,62502383
Kcnh7,63022344
Fign,63936064
Grb14,64860823
Cobll1,65076683
Slc38a11,65202083
Scn3a,65405549
Scn2a1,65508501
Csrnp3,65683823
Galnt3,65962850
Ttc21b,66094674
Scn1a,66278894
Gm13629,66278936
Scn9a,66473009
Scn7a,66622967
Gm1322,67011890
Xirp2,67284058
B3galt1,67955769
Stk39,68310038
4933409G03Rik,68420469
4932414N04Rik,68495940
Lass6,68699613
Nostrin,68973856
Spc25,69044214
G6pc2,69058054
Abcb11,69180673
Dhrs9,69218518
Lrp2,69424124
Bbs5,69485311
Kbtbd10,69508176
Fastkd1,69550663
Ppig,69561144
4930578N16Rik,69627543
Phospho2,69627793
Klhl23,69660426
Ssb,69699618
Mettl5,69723661
Ubr3,69735302
Myo3b,69877182
Sp5,70312979
4933404M02Rik,70346875
Gad1,70400220
Gorasp2,70499565
Tlk1,70663537
Mettl8,70856431
Mettl8,70893663
Dcaf17,70893800
Cybrd1,70956110
Dync1i2,71050069
Slc25a12,71205611
Hat1,71227316
Metapl1,71291394
Dlx1,71367501
Dlx1as,71375948
Dlx2,71384811
Gm1631,71557473
Itga6,71625139
Pdk1,71711328
Rapgef4,71819343
B230120H23Rik,72123693
B230120H23Rik,72123757
Cdca7,72314275
Sp3,72817338
Sp3,72818503
Ola1,73052504
Sp9,73109982
Cir1,73150649
Scrn3,73150708
Gpr155,73224455
Wipf1,73367467
Chrna1,73418363
Chn1,73463797
Chn1,73498480
Chn1,73613403
Atf2,73730685
Atp5g3,73749351
Lnp,74417005
Evx2,74497476
Hoxd13,74506366
Hoxd12,74513086
Hoxd11,74520449
Hoxd10,74530004
Hoxd9,74535819
Hoxd8,74543545
Hoxd3,74550049
1700109F18Rik,74554187
Hoxd4,74560034
Mir10b,74564126
Hoxd1,74601036
Mtx2,74663868
Hnrnpa3,75497315
Gm6793,75497346
Nfe2l2,75542698
Agps,75670233
Ttc30b,75776519
Ttc30a2,75816236
Ttc30a1,75820024
Pde11a,76176710
Cyct,76198505
Rbm45,76208040
Osbpl6,76244594
Prkra,76486051
Dfnb59,76488329
Fkbp7,76511155
Plekha3,76513371
Ttn,76820604
Ccdc141,77008693
Sestd1,77118682
Zfp385b,77357723
Zfp385b,77541329
Zfp385b,77654873
Cwc22,77784240
Gm14461,78077703
Ube2e3,78709203
Itga4,79095582
Cerkl,79269145
Neurod1,79296793
Ssfa2,79475581
Ppp1r1c,79547936
Pde1a,79748556
Pde1a,79969128
Pde1a,79969569
Prdx6-rs1,80132628
Dnajc10,80155622
Frzb,80287553
Nckap1,80421122
Dusp19,80457370
Mir684-1,80468947
Nup35,80478972
Zfp804a,81893814
Zc3h15,83484734
Itgav,83564553
Fam171b,83652884
Zswim2,83781383
Gm13698,83795612
Gm13698,83801422
Gm13691,83807232
Gm13698,83813042
Gm13698,83818852
Gm13698,83824662
Gm13691,83830472
Calcrl,84265423
Tfpi,84314331
Tfpi,84316916
Tfpi,84316932
Ctnnd1,84490667
Ctnnd1,84490897
Gm13718,84499235
2700094K13Rik,84510865
Tmx2,84518204
Med19,84518558
Zdhhc5,84555321
Clp1,84567425
Ypel4,84574360
Mir130a,84581335
Serping1,84615586
Ube2l6,84638984
Smtnl1,84662809
Timm10,84667177
Slc43a1,84679564
Slc43a1,84680479
Slc43a1,84680782
Rtn4rl2,84726849
Slc43a3,84776812
Prg2,84820617
Prg3,84828371
P2rx3,84875991
Ssrp1,84877357
Ssrp1,84877607
Tnks1bp1,84890616
Aplnr,84976516
Lrrc55,85036856
Olfr987,85172053
Olfr988,85194081
Olfr992,85240688
Olfr993,85255034
Olfr994,85270984
Olfr995,85279313
4833423E24Rik,85359092
Olfr996,85419371
Olfr998,85430666
Olfr1000,85449065
Olfr1002,85488476
Olfr154,85504612
Olfr1006,85518898
Olfr1008,85529587
Olfr1009,85561563
Olfr1010,85593519
Olfr1012,85600531
Olfr1013,85609959
Olfr1014,85616742
Olfr1015,85625630
Olfr1016,85640425
Olfr1018,85663129
Olfr1019,85681946
Olfr1020,85689576
Olfr1022,85708750
Olfr1023,85726958
Olfr1024,85745209
Olfr1026,85763426
Olfr1028,85791221
Olfr1029,85815369
Olfr1030,85819468
Olfr1031,85831975
Olfr1032,85847934
Olfr1033,85860796
Olfr1034,85886600
Olfr1036,85914860
Olfr1037,85926011
Olfr1038,85960380
Olfr1039,85971818
Olfr1040,85986889
Olfr1042,86000598
Olfr1043,86003104
Olfr1044,86011972
Olfr52,86022266
Olfr1045,86038907
Olfr1046,86057865
Olfr1047,86069126
Olfr1048,86076990
Olfr1049,86095848
Olfr1051,86116642
Olfr1052,86137974
Olfr1053,86155442
Olfr1054,86173511
Olfr1055,86187921
Olfr1056,86196594
Olfr1057,86215567
Olfr1058,86226573
Olfr1061,86254207
Olfr1062,86263831
Olfr1065,86286161
Olfr1066,86296426
Olfr228,86323897
Olfr1076,86348617
Olfr1077-ps1,86368584
Olfr1079,86379070
Olfr1080,86398295
Olfr1082,86438966
Olfr1083,86447726
Olfr1084,86479875
Olfr1085,86498613
Olfr1086,86517488
Olfr1087,86531130
Olfr1089,86573767
Olfr1090,86594893
Olfr1093,86625888
Olfr141,86647154
Olfr1094,86668832
Olfr1095,86691853
Olfr1097,86732320
Olfr1098,86763687
Olfr1099,86799613
Olfr1100,86818951
Olfr1101,86829331
Olfr1102,86842088
Olfr1104,86862699
Olfr1105,86874376
Olfr1106,86889391
Olfr1107,86912380
Olfr1109,86933552
Olfr259,86948542
Olfr1110,86976476
Olfr1111,86990816
Olfr1112,87031845
Olfr1113,87053050
Olfr1115,87091996
Olfr1116,87109002
Olfr1118,87148920
Olfr1120,87197602
Olfr1121,87211690
Olfr1122,87227863
Olfr1123,87258206
Olfr1124,87274645
Olfr1126,87297323
Pramel7,87332575
Pramel6,87348614
Olfr153,87372191
Olfr1128,87385699
Olfr1129,87415242
Olfr1130,87446368
Olfr1131,87468621
Olfr1132,87475902
Olfr1133,87486278
Olfr1134,87498614
Olfr1135,87512522
Olfr1136,87534104
Olfr1137,87552061
Olfr1138,87578479
Olfr1140,87586317
Olfr1141,87594148
Olfr152,87622692
Olfr1143,87642547
Olfr1145,87649978
Olfr1148,87673197
Olfr1151,87697333
Olfr1152,87708149
Olfr1153,87736333
Olfr1154,87743831
Olfr1155,87783783
Olfr1156,87790422
Olfr1157,87808414
Olfr74,87814820
Olfr1158,87830269
Olfr1160,87846933
Olfr1161,87864858
Olfr73,87875294
Olfr1162,87890779
Olfr1163,87911564
Olfr1164,87934123
Olfr1165,87942142
Olfr1166,87965150
Olfr1167,87990240
Olfr1168,88025035
Olfr1170,88065187
Olfr1173,88115204
Olfr1176,88179723
Olfr1178,88231405
Olfr1179,88243089
Olfr1180,88252846
Olfr1181,88264180
Olfr1182,88289278
Olfr1183,88301498
Olfr1184,88326890
Olfr1186,88365657
Olfr1188,88399607
Olfr1189,88431962
Olfr1193,88518013
Olfr1195,88523887
Olfr1196,88541484
Olfr1197,88569754
Olfr1198,88587043
Olfr1199,88596830
Olfr1200,88608470
Olfr1201,88634540
Olfr1202,88657329
Olfr1203,88671275
Olfr1204,88692108
Olfr1206,88704763
Olfr1208,88737752
Olfr1209,88750548
Olfr1211,88770470
Olfr1212,88798624
Olfr1213,88820424
Olfr1214,88828357
Olfr1215,88842447
Olfr1216,88854219
Olfr1217,88864256
Olfr1218,88895581
Olfr1219,88915246
Olfr1220,88938120
Olfr1221,88952667
Olfr1222,88965886
Olfr1223,88991493
Olfr1225,89011402
Olfr1226,89034189
Olfr1228,89089849
Olfr1229,89123288
Olfr1230,89137425
Olfr1231,89143747
Olfr1232,89166335
Olfr1233,89180457
Olfr1234,89203584
Olfr1238,89247234
Olfr1239,89258568
Olfr1240,89280500
Olfr1241,89323290
Olfr1242,89334503
Olfr1243,89368565
Olfr1245,89415930
Olfr1246,89431303
Olfr1247,89450310
Olfr1248,89458402
Olfr1249,89471053
Olfr1250,89497596
Olfr1251,89508041
Olfr1252,89562266
Olfr1253,89592983
Olfr1254,89629507
Olfr1255,89656484
Olfr1256,89676100
Olfr48,89685128
Olfr1257,89720984
Olfr1258,89769967
Olfr1259,89784270
Olfr1260,89817936
Olfr1261,89833551
Olfr1262,89842564
Olfr1263,89855088
Olfr1264,89862221
Olfr1265,89877077
Olfr140,89892479
Olfr1269,89959753
Olfr32,89979294
Olfr1270,89990193
Olfr1506,90064628
Olfr142,90093143
Olfr1271,90106585
Olfr1272,90122730
Olfr1273,90137016
Olfr1506,90162378
Olfr1274,90240796
Ptprj,90319331
Ptprj,90420804
Nup160,90517371
Fnbp4,90585526
Agbl2,90622900
Mtch2,90687311
C1qtnf4,90725942
Ndufs3,90744878
Kbtbd4,90744942
Ptpmt1,90758207
Celf1,90780614
Rapsn,90875783
Psmc3,90894172
Slc39a13,90910378
Sfpi1,90936953
Mybpc3,90958300
Madd,91019478
Madd,91023204
Madd,91024025
Nr1h3,91035192
Nr1h3,91035273
Acp2,91043068
Ddb2,91077223
A330069E16Rik,91077302
Pacsin3,91096969
Pacsin3,91097485
Arfgap2,91105271
1110051M20Rik,91284799
Lrp4,91297687
Ckap5,91386478
Snord67,91436237
F2,91476571
Zfp408,91489948
Arhgap1,91490274
Arhgap1,91493364
D2Ertd391e,91550733
Harbi1,91551106
Ambra1,91570294
Chrm4,91762345
Mdk,91771856
Mdk,91771950
Mdk,91772439
Dgkz,91790505
Dgkz,91803720
Creb3l1,91864327
Phf21a,92024338
Phf21a,92025639
Phf21a,92061718
Gyltl1b,92211193
Pex16,92214832
Pex16,92215395
1700029I15Rik,92223074
Mapk8ip1,92241420
Cry2,92274226
Slc35c1,92299951
Slc35c1,92300675
Chst1,92439863
Syt13,92755257
Prdm11,92886301
Trp53i11,93027740
Tspan18,93174644
Cd82,93302653
Cd82,93303103
Alx4,93482590
Ext2,93662725
Accs,93689933
Accsl,93709260
Gm13889,93797257
Alkbh3,93850887
Hsd17b12,93998066
Mir129-2,94081610
Mir670,94101556
Ttc17,94246846
2810002D19Rik,94246863
Api5,94278304
Lrrc4c,97307830
Rag2,101464904
B230118H07Rik,101469143
Rag1,101489689
Traf6,101518596
Prr5l,101637864
Prr5l,101679137
Commd9,101726418
Ldlrad3,102026534
Trim44,102241057
Fjx1,102291949
Pamr1,102390177
Slc1a2,102498839
Slc1a2,102546594
Cd44,102741822
Pdhx,102913670
Apip,102913831
Ehf,103143353
Elf5,103252254
Elf5,103264224
Cat,103325310
Abtb2,103406466
Nat10,103601407
Caprin1,103637235
Caprin1,103637797
Lmo2,103798151
Lmo2,103809713
Lmo2,103810443
Fbxo3,103867955
Cd59b,103911166
Cd59a,103935957
A930018P22Rik,103962925
D430041D05Rik,104250491
Hipk3,104334646
Cstf3,104430640
Tcp11l1,104552319
Pin1l,104556447
Depdc7,104582958
Qser1,104656853
Prrg4,104690007
Ccdc73,104726480
Eif3m,104857184
AI314831,104966667
Wt1,104966685
0610012H03Rik,105064498
Rcn1,105239476
Pax6os1,105510487
Pax6,105516601
Elp4,105744657
Immp1l,105744794
Dnajc24,105843706
Mpped2,106533615
Mpped2,106535757
2700007P21Rik,106810548
2700007P21Rik,106814554
Fshb,106899808
Kcna4,107130745
Mett5d1,109118447
Kif18a,109120894
Bdnf,109514856
Bdnf,109516053
Bdnf,109532592
Bdnf,109533719
Lin7c,109731034
Gm13939,109753476
Lgr4,109757803
Ccdc34,109857973
Bbox1,110145882
Fibin,110203150
Slc5a12,110437455
Muc15,110561764
Ano3,110790260
Ano3,110790401
4930430A15Rik,111069757
Olfr1275,111071948
Olfr1276,111097273
Olfr1277,111110522
Olfr1278,111132426
Olfr1279,111146357
Olfr1280,111155637
Olfr1281,111168577
Olfr1282,111176233
Olfr1283,111208790
Olfr1284,111219158
Olfr1286,111261106
Olfr1287,111289298
Olfr1288,111318942
Olfr1289,111323588
Olfr1290,111330313
Olfr1294,111378444
Olfr1295,111405599
Olfr1297,111462229
Olfr1298,111486152
Olfr1299,111501609
Olfr1300-ps1,111507593
Olfr1301,111594407
Olfr1302,111620469
Olfr1303,111654881
Olfr1305,111714010
Olfr1306,111753085
Olfr1307,111785611
Olfr1308,111801228
Olfr1309,111824253
Olfr1310,111849341
Olfr1311,111862009
Olfr1312,111883187
Olfr1313,111912738
Olfr1314,111932856
Olfr1316,111970972
Olfr1317,111982103
Olfr1318,111996054
Lpcat4,112079997
Nut,112099448
Nop10,112102125
Slc12a6,112106470
Slc12a6,112124844
Tmem85,112208184
2410042D21Rik,112219367
2900064A13Rik,112295181
Chrm5,112320974
Aven,112333120
Aven,112399838
Ryr3,112870488
Tmco5b,113125888
Fmn1,113167892
Grem1,113598805
Scg5,113669248
Arhgap11a,113688818
A530058N18Rik,113839300
Gjd2,113839355
Actc1,113878547
LOC100303644,113880131
Aqr,114001075
Zfp770,114027168
Atpbd4,114480664
3110099E03Rik,115337937
BC052040,115407451
Meis2,115890357
Meis2,115890794
2810405F15Rik,115901832
Tmco5,116704426
Spred1,116947185
Mir674,117010862
Fam98b,117075474
Rasgrp1,117168613
Thbs1,117937657
Fsip1,118082702
Gpr176,118199155
Eif2ak4,118214352
Eif2ak4,118214847
Srp14,118305432
Bmf,118375414
Bub1b,118423946
Pak6,118489312
Pak6,118502981
Gm1337,118529699
Plcb2,118554174
5430417L22Rik,118571497
A430105I19Rik,118588397
Phgr1,118598504
Disp2,118605653
D2Ertd750e,118639738
Ivd,118687735
Bahd1,118727350
Chst14,118752232
Ccdc32,118855129
Rpusd2,118860525
Casc5,118872854
Rad51,118938552
Fam82a2,118982691
Gchfr,118993523
Gm14137,119000244
Zfyve19,119034455
Dnajc17,119034531
Ppp1r14d,119055601
Spint1,119063095
Rhov,119096962
Vps18,119114477
Dll4,119151519
Gm14207,119151933
Chac1,119176977
Ino80,119303365
Exd1,119373363
1500003O03Rik,119373442
1700020I14Rik,119420031
Nusap1,119444033
Oip5,119444241
Ndufaf1,119488534
Rtf1,119500803
Itpka,119568072
Ltk,119584261
Ltk,119586167
Rpap1,119613273
Tyro3,119625249
Mga,119722963
Mapkbp1,119798434
Jmjd7,119853218
Pla2g4b,119859168
Ehd4,119980311
Pla2g4e,120071071
Pla2g4d,120114805
Pla2g4f,120139901
Vps39,120178869
Ganc,120229631
Tmem87a,120229852
Capn3,120289328
Capn3,120302644
Zfp106,120389567
Snap23,120393406
Lrrc57,120435051
Lrrc57,120435094
Haus2,120435171
Lrrc57,120435244
Cdan1,120557253
Ttbk2,120676154
Ttbk2,120676320
Ubr1,120796451
Tmem62,120802797
Ccndbp1,120834143
Epb4.2,120862491
Tgm5,120911495
Tgm7,120935527
Lcmt2,120966434
Adal,120967876
Zscan29,120996885
Tubgcp4,120996941
Trp53bp1,121097122
Mtap1a,121115337
Mtap1a,121121189
Ppip5k1,121176749
Ckmt1,121184376
Strc,121206676
Catsper2,121239528
Pdia3,121239637
Ell3,121268337
Serf2,121274963
Serinc4,121282500
2310003F16Rik,121282823
Mfap1b,121299759
Mfap1a,121332392
Wdr76,121332458
Frmd5,121632793
Casc4,121692705
Mageb3,121781828
Ctdspl2,121782188
Eif3j,121854358
Spg11,121944122
B2m,121973422
Trim69,121986435
Patl2,122011925
4933406J08Rik,122012007
Sord,122060574
Duox2,122123901
Duoxa2,122124635
Duoxa1,122139466
Duox1,122141407
Shf,122194654
Slc28a2,122252212
Bambi-ps1,122293533
Gm14085,122310676
Gatm,122437013
AA467197,122463622
Mir147,122466538
Slc30a4,122528399
Pldn,122564240
Sqrdl,122591094
Sqrdl,122597448
Sqrdl,122607734
Sema6d,124436031
Slc24a5,124893862
Myef2,124949396
Ctxn2,124962427
Slc12a1,124978335
Dut,125072983
Dut,125073250
Fbn1,125332174
Cep152,125450849
Eid1,125498835
Shc4,125549884
Secisbp2l,125608606
Cops2,125684754
Galk2,125684953
Fgf7,125860393
4930525F21Rik,125971987
Dtwd1,125977876
Atp8b4,126317289
Slc27a2,126378759
Hdc,126444401
Gabpb1,126501222
Gabpb1,126501223
Usp8,126533098
Usp50,126609196
Trpm7,126701997
2010106G01Rik,126758971
Ap4e1,126834446
Blvra,126896392
Ncaph,126959690
Itpripl1,126968326
Itpripl1,126969193
1810024B03Rik,127034016
Snrnp200,127034139
Ciao1,127073552
Tmem127,127073710
Stard7,127095964
Dusp2,127161894
Astl,127164374
Adra2b,127189021
Gpat2,127250934
Fahd2a,127270301
Kcnip3,127308235
Kcnip3,127347106
Prom2,127367153
Zfp661,127410413
Mrps5,127413161
Mal,127482431
