CHROM,EPU start,EPU end,promoters inside the EPU
chr9,15277700,15427900,"15309938,"
chr9,15514212,15545450,"15514212,"
chr9,16135850,16305500,"16182675,"
chr9,17792100,18282838,"18096710,18190372,18208861,18235058,18278003,18282838,"
chr9,18402500,18560077,"18560077,"
chr9,18620736,20140538,"18620736,18661070,18679772,18749093,18792433,18839568,18925400,18941371,19053907,19142902,19165800,19180323,19245358,19282692,19301193,19342372,19371826,19388954,19426534,19463124,19517272,19584726,19612763,19654191,19688747,19721672,19832479,19859905,19903069,19933563,19976013,20016650,20041605,20086794,20104654,20140538,"
chr9,20153500,20287950,"20189602,20264604,"
chr9,20365400,20447761,"20385771,20411918,20447250,20447761,"
chr9,20449211,20517550,"20449211,20456573,"
chr9,20521650,20532658,"20532658,"
chr9,20622947,20657000,"20622947,"
chr9,20666850,20679050,"20673085,"
chr9,20684154,20706650,"20684154,20692618,20703034,"
chr9,20740200,20871537,"20757317,20781237,20807180,20820403,20833816,20836481,20871537,"
chr9,20931000,20940750,"20935719,"
chr9,20954350,20995175,"20954350,20970157,"
chr9,21001148,21084650,"21001148,21043776,21052887,21069742,"
chr9,21100200,21201500,"21116777,21142295,21172446,"
chr9,21223300,21266700,"21229388,"
chr9,21277100,21308100,"21301008,"
chr9,21319675,21406450,"21330720,21351337,21397165,21397190,"
chr9,21412773,21429800,"21412773,21420612,"
chr9,21494100,21568450,"21528037,21564730,"
chr9,21589950,21610850,"21602990,"
chr9,21646150,21670650,"21657079,"
chr9,21722565,21731914,"21722565,21731906,21731914,"
chr9,21737100,21789775,"21742717,21760196,21768020,"
chr9,21803600,21918613,"21807078,21807478,21856467,21875789,21889826,21903696,21918613,"
chr9,21925900,21974000,"21935042,21936309,21940190,21961289,"
chr9,21992609,22018304,"21992609,22018304,"
chr9,22030146,22035650,"22030146,22030155,"
chr9,22064339,22072400,"22064339,"
chr9,22135134,22199400,"22135134,22193650,"
chr9,22205900,22223750,"22216020,"
chr9,22251100,22292700,"22272800,22280158,"
chr9,23009250,23072900,"23027519,"
chr9,24272350,24318600,"24307584,"
chr9,24451500,24604000,"24500737,24578746,"
chr9,25262850,25413850,"25289181,"
chr9,26460500,26590800,"26559146,"
chr9,26614002,26668408,"26614002,26668408,"
chr9,26724350,26768300,"26730666,"
chr9,26793000,26837759,"26807134,26807261,26837679,26837759,"
chr9,26894500,26968800,"26962965,"
chr9,26995000,27149200,"27106812,"
chr9,27160269,27173700,"27160269,"
chr9,27598853,27616700,"27598853,"
chr9,29729400,29895650,"29770714,"
chr9,30184700,30234913,"30234913,"
chr9,30680200,30744075,"30730037,"
chr9,30750147,30793575,"30750147,"
chr9,30913250,30954500,"30939384,"
chr9,31046300,31144300,"31082482,31122691,"
chr9,31193776,31367300,"31193776,31271823,"
chr9,31690350,31720870,"31720870,"
chr9,31803400,32058100,"31923720,"
chr9,32141225,32234100,"32151822,32180002,32201569,"
chr9,32263500,32676525,"32348953,32503626,"
chr9,34283375,34502700,"34296315,"
chr9,34811950,34983572,"34924312,34924395,34983572,"
chr9,34991350,35007876,"35007490,35007550,35007876,"
chr9,35011200,35035675,"35018510,35018787,"
chr9,35120950,35263000,"35259660,"
chr9,35310000,35366055,"35366055,"
chr9,35367050,36515100,"35367050,35377654,35382248,35419470,35455704,35477223,35494956,35548633,35585694,35597697,35651735,35657465,35716007,35936364,35943215,36065908,36239468,36283222,36349548,36390220,36446187,36500804,"
chr9,36534243,36717100,"36534243,36575163,36604653,36651243,"
chr9,36909050,36954899,"36954851,36954899,"
chr9,37020900,37063323,"37063323,"
chr9,37070400,37155977,"37155977,"
chr9,37166825,37243600,"37175190,37209630,37240760,"
chr9,37300700,37381825,"37335673,37346839,37360330,"
chr9,37400050,37472500,"37421199,37421431,37464897,"
chr9,37519865,37678000,"37519865,37538646,37553720,37580221,37611473,37662404,"
chr9,37715600,38737757,"37726132,37800076,37833392,37854808,37868906,37892422,37916272,37923382,37950721,37988406,38016636,38026402,38061003,38076099,38137076,38156669,38175132,38175153,38185467,38185476,38209295,38237868,38256376,38271627,38280333,38295615,38306255,38323618,38331314,38345466,38387828,38400387,38414051,38455107,38465975,38473427,38481066,38505961,38525852,38560380,38580672,38622992,38635199,38655700,38662644,38684762,38737757,"
chr9,39380842,39858142,"39380842,39411709,39421153,39430709,39454312,39476643,39510352,39526813,39544401,39557972,39580383,39602961,39627225,39647020,39680861,39717389,39749846,39758354,39764654,39801396,39808835,39814614,39829979,39858142,"
chr9,39947100,40020000,"39955706,39994663,39999900,"
chr9,40076800,40289675,"40076800,40263349,"
chr9,40494046,40565475,"40494046,"
chr9,40598900,40615100,"40609355,40612685,"
chr9,40647475,40682209,"40682209,"
chr9,40753300,40784600,"40772195,"
chr9,40804550,40812669,"40812669,"
chr9,40835800,40990100,"40965577,"
chr9,41248300,41464225,"41339507,41344798,41389421,41390008,"
chr9,41882725,42021950,"41932372,"
chr9,42056075,42101400,"42072383,"
chr9,42274600,42322150,"42280309,"
chr9,42377575,42758550,"42752454,"
chr9,42819550,42930600,"42913801,42924653,"
chr9,42951800,43093550,"43013838,43047899,"
chr9,43109025,43203600,"43118845,"
chr9,43532950,43778500,"43552658,"
chr9,43812900,43871700,"43851466,"
chr9,43875103,43915328,"43875103,43877511,43893002,43909924,43915328,"
chr9,43921134,44059547,"43921134,43942740,44042129,44048759,44059547,"
chr9,44064600,44096327,"44076270,44076574,44076682,44096327,"
chr9,44104200,44113754,"44113754,"
chr9,44120350,44128365,"44128365,"
chr9,44139100,44210950,"44142797,44150464,44152311,44169753,44187572,44206258,"
chr9,44220600,44269000,"44226090,44248951,44262850,"
chr9,44319050,44412974,"44334504,44412974,"
chr9,44481320,44557000,"44481320,44543277,"
chr9,44569975,44600400,"44575891,44581091,"
chr9,44607299,44625450,"44607299,44611034,"
chr9,44635100,44839250,"44689357,44728825,44773683,44788514,44789868,44817673,"
chr9,44863270,44922150,"44863270,44863299,44887265,"
chr9,44925958,44960200,"44925958,44943689,44947124,"
chr9,44964250,45154200,"45012158,45077229,45127182,"
chr9,45167150,45196000,"45178267,"
chr9,45199500,45641725,"45207791,45211220,45214159,45238375,45636721,"
chr9,45646611,45678400,"45646611,"
chr9,45714651,45744141,"45714651,45714960,45744141,"
chr9,45769950,45792954,"45792954,"
chr9,45801600,45820902,"45820902,"
chr9,46001750,46105600,"46036712,46043380,46048926,46076690,46081146,46091094,"
chr9,46705900,46736100,"46721685,"
chr9,47267625,47592750,"47338434,"
chr9,48098100,48262444,"48148981,48262444,"
chr9,48265600,48303449,"48288716,48303410,48303449,"
chr9,48384000,48644050,"48413182,48644050,"
chr9,48660600,48724025,"48719204,"
chr9,48737050,48773095,"48773095,"
chr9,48786300,48863736,"48793489,48863736,"
chr9,48875800,48970050,"48910883,"
chr9,49116150,49194375,"49148766,"
chr9,49212650,49624500,"49235126,49294330,49326392,49607174,"
chr9,50233800,50313800,"50302629,"
chr9,50324950,50346500,"50336746,"
chr9,50356100,50382800,"50363243,50369373,50373472,"
chr9,50393225,50458700,"50411954,50412005,50425425,50425569,"
chr9,50475800,50536089,"50536089,"
chr9,50550800,50579700,"50554626,50560459,50560862,50576257,50576342,"
chr9,50665039,50674075,"50665039,"
chr9,50817178,50821500,"50817178,"
chr9,50874250,50911750,"50885199,50910183,50911215,50911750,"
chr9,50936800,51043200,"51021794,"
chr9,51522600,51622400,"51573456,"
chr9,51744000,51919100,"51771638,51855254,51856045,51856810,"
chr9,51941050,51998900,"51976216,"
chr9,53101625,53185550,"53109774,"
chr9,53206350,53345151,"53213390,53344776,53345151,"
chr9,53405750,53418455,"53418455,"
chr9,53514337,53596300,"53514337,"
chr9,53604800,53670100,"53619341,"
chr9,53673350,53698057,"53698057,"
chr9,53754350,53823108,"53823108,"
chr9,53900100,53997100,"53916218,"
chr9,54049100,54191200,"54134292,"
chr9,54318550,54349433,"54349433,"
chr9,54381100,54407886,"54386790,54407886,"
chr9,54451900,54519500,"54509692,"
chr9,54530500,54558900,"54547365,"
chr9,54588200,54684450,"54612614,"
chr9,54715800,54808250,"54765096,54798665,54798761,"
chr9,54822000,54828686,"54828686,"
chr9,54858500,54896351,"54874366,54896351,"
chr9,55043150,55157900,"55056741,55131432,"
chr9,55174755,55184500,"55174755,"
chr9,55353900,55403500,"55360050,55388955,"
chr9,55640000,55846200,"55785922,55828739,"
chr9,55918650,56023400,"55937782,56008877,"
chr9,56027825,56330650,"56265857,56266652,"
chr9,56347550,56748075,"56533060,56699770,56712910,"
chr9,56754025,56842774,"56776178,56785306,56798730,56842774,"
chr9,56847300,56978583,"56919846,56924182,56978583,"
chr9,56994841,57014450,"56994841,57006106,"
chr9,57061300,57190750,"57084362,57110406,"
chr9,57202250,57287921,"57287921,"
chr9,57291300,57335700,"57315831,"
chr9,57343600,57364850,"57351908,"
chr9,57369038,57380050,"57369038,"
chr9,57389675,57431950,"57400559,57408750,"
chr9,57437258,57448400,"57437258,"
chr9,57454088,57472300,"57454088,57468581,"
chr9,57484950,57497325,"57492987,"
chr9,57509100,57608050,"57531462,57535734,57545419,57556375,"
chr9,57613667,57643400,"57613667,"
chr9,57658500,57682041,"57682041,"
chr9,57748600,57763700,"57758792,"
chr9,57769900,58054200,"57787941,57862823,57950032,57966630,57976894,57977155,57981881,57982471,58006949,58049522,58049606,58050092,58050151,58050341,58050703,58052126,"
chr9,58058600,58178150,"58097593,58100970,58161019,"
chr9,58194350,58384450,"58218176,58336409,"
chr9,58388747,58509500,"58388747,58430046,"
chr9,58564550,58589366,"58589366,"
chr9,58596200,58724200,"58671318,"
chr9,59094450,59149500,"59139378,"
chr9,59184825,59322525,"59201315,"
chr9,59382875,59564725,"59387473,59426143,59465090,59504414,59555570,"
chr9,59582400,59776800,"59598456,59598980,"
chr9,59785200,59846300,"59797886,59799100,"
chr9,59989027,59995675,"59989027,"
chr9,60192675,60380700,"60358842,"
chr9,60463950,60535941,"60535341,60535941,"
chr9,60540800,60625100,"60560927,"
chr9,60635850,60735050,"60642354,"
chr9,61179800,61338125,"61220172,"
chr9,61628050,61831600,"61762317,61794606,"
chr9,61839000,61899350,"61874597,"
chr9,61911200,61985625,"61918413,"
chr9,62079350,62144000,"62129986,"
chr9,62184525,62234550,"62189149,"
chr9,62254900,62407775,"62384851,"
chr9,62422500,62725050,"62525661,62659455,62686593,62705910,62709831,"
chr9,62828686,62856475,"62828686,"
chr9,62985750,63043400,"62994787,62994818,62996768,"
chr9,63171700,63225659,"63225659,"
chr9,63232150,63285500,"63247051,"
chr9,63446900,63631750,"63450255,63450461,63605801,"
chr9,63790300,64005550,"63869866,63964953,"
chr9,64020738,64083007,"64020738,64021193,64023238,64027103,64083007,"
chr9,64089850,64166600,"64101412,64129413,"
chr9,64208900,64585563,"64233432,64585563,"
chr9,64620600,64702100,"64658817,"
chr9,64753150,64804750,"64799414,"
chr9,64808638,64869524,"64808638,64808743,64869524,"
chr9,64917900,65123800,"64949301,64988995,65062496,65112986,"
chr9,65129825,65201550,"65142101,65193874,"
chr9,65207500,65276250,"65208866,65239459,65246294,65270580,"
chr9,65283588,65308743,"65283588,65308743,"
chr9,65340700,65503350,"65427841,65435011,65478388,"
chr9,65508250,65681250,"65524354,65675371,"
chr9,65732980,65756816,"65732980,65738129,65756601,65756816,"
chr9,65907975,65920700,"65907975,65917538,"
chr9,65939800,65979150,"65972693,65974417,"
chr9,65993625,66186200,"66006032,"
chr9,66188700,66333900,"66198256,"
chr9,66362400,66498800,"66362400,66440787,"
chr9,66545900,66591625,"66561492,"
chr9,66679000,66682513,"66682513,"
chr9,66689450,66767512,"66767512,"
chr9,66793924,66815900,"66793924,"
chr9,66827700,67039525,"66891678,66897020,"
chr9,67055100,67089000,"67084533,"
chr9,67366450,67407510,"67407510,"
chr9,67526050,67630600,"67607243,"
chr9,67654000,67724675,"67680137,67688202,"
chr9,68501608,68691675,"68501608,68613152,"
chr9,69284350,69411800,"69301489,"
chr9,69603100,69619000,"69608747,"
chr9,69843284,69904100,"69843284,69860356,69885895,"
chr9,69980525,69989364,"69989364,"
chr9,70008200,70157850,"70055156,"
chr9,70259300,70269361,"70269361,"
chr9,70423700,70514500,"70504981,"
chr9,70520400,70638800,"70526807,"
chr9,70642875,70879100,"70782615,"
chr9,70958900,71051500,"71011096,"
chr9,71315400,71352750,"71332765,71333790,"
chr9,71409800,71446850,"71440167,"
chr9,71450350,71619409,"71619409,"
chr9,71959626,71981275,"71959626,"
chr9,72066225,72122705,"72122705,"
chr9,72214550,72339763,"72286335,72339763,"
chr9,72345600,72596300,"72380046,72510153,"
chr9,72655080,72704950,"72655080,"
chr9,72769900,72778800,"72773456,"
chr9,72792950,72937650,"72806591,72833357,72887506,72892671,"
chr9,72946600,72979125,"72950204,72961275,"
chr9,73644100,73828600,"73781374,"
chr9,74638200,74780150,"74709727,"
chr9,74786050,74894150,"74800859,74823917,74885420,74885538,"
chr9,74912475,74919012,"74919012,"
chr9,75079820,75084100,"75079820,"
chr9,75093350,75195564,"75159201,75162048,75195564,"
chr9,75203400,75295700,"75257166,75257821,75289330,"
chr9,75300700,75429250,"75407464,"
chr9,75439850,75531863,"75446940,75459132,75473538,75531863,"
chr9,75617150,75735300,"75623171,"
chr9,75755300,75963400,"75862783,"
chr9,75986150,76241900,"76061464,76171385,"
chr9,76351800,77026500,"76393611,76893588,"
chr9,77086400,77200700,"77195677,"
chr9,77299550,77392659,"77391866,77392659,"
chr9,77455000,77521700,"77484538,"
chr9,77547400,77635500,"77602616,"
chr9,77758200,77853700,"77765171,"
chr9,77887400,77899764,"77899764,"
chr9,77933550,77956998,"77956463,77956860,77956998,"
chr9,77961044,77994625,"77961044,"
chr9,78032000,78071400,"78039772,"
chr9,78078475,78285000,"78078475,78137734,78161855,78162604,78175836,78194952,78216006,78226395,"
chr9,78302550,78340900,"78329531,"
chr9,78427300,78435834,"78435834,"
chr9,78463352,78489400,"78463352,"
chr9,79291100,79578150,"79566485,"
chr9,79613625,79666400,"79641237,"
chr9,79710500,79825689,"79825689,"
chr9,79925500,80085800,"80012840,"
chr9,80337100,80359045,"80359045,"
chr9,80562600,82378650,"81526159,81757350,"
chr9,82701350,82729700,"82723412,"
chr9,83018800,83040214,"83040214,"
chr9,83313150,83392525,"83334706,83334734,"
chr9,83441944,83505750,"83441944,"
chr9,83683500,83699912,"83699849,83699912,"
chr9,83728295,83787400,"83728295,"
chr9,83834600,83850850,"83842387,"
chr9,85158300,85336600,"85220731,85220757,"
chr9,85628275,85671575,"85637766,"
chr9,85735986,85842450,"85735986,85736458,"
chr9,86344200,86360760,"86358523,86360760,"
chr9,86465449,86470050,"86465449,86465594,86465659,"
chr9,86480050,86603500,"86589947,"
chr9,86636433,86640300,"86636433,"
chr9,86656675,86794125,"86775207,"
chr9,86887450,86916863,"86910371,86916863,"
chr9,86962600,87078050,"87039140,"
chr9,87150367,87225700,"87150367,"
chr9,87596800,87642900,"87626095,"
chr9,88214500,88222446,"88222446,"
chr9,88333789,88374100,"88333789,"
chr9,88442857,88607400,"88442857,88475873,"
chr9,89517824,89522400,"89517824,"
chr9,89633313,89665975,"89633313,"
chr9,89780875,89816550,"89804612,"
chr9,89949104,90030200,"89949104,90009658,"
chr9,90040800,90111325,"90057815,"
chr9,90117600,90316650,"90165607,"
chr9,90509700,92026950,"91260637,91263809,"
chr9,92031200,92399200,"92145031,92170557,92204214,92352215,"
chr9,92432650,92516500,"92437060,92437707,"
chr9,94405900,94472600,"94438500,"
chr9,94546400,94594900,"94570310,"
chr9,95281300,95307689,"95307689,"
chr9,95394400,95412415,"95412415,"
chr9,95441700,95489600,"95460235,"
chr9,95524900,95542100,"95538046,"
chr9,95639550,95662250,"95650777,"
chr9,95684950,95745698,"95745698,"
chr9,96019847,96042550,"96019847,"
chr9,96245900,96351250,"96264718,"
chr9,96357300,96411900,"96379014,"
chr9,96478400,96570400,"96531922,"
chr9,96588500,96700950,"96632094,96653250,"
chr9,96726150,96923750,"96789841,96918774,"
chr9,96951875,97062400,"97011460,"
chr9,97784000,97979750,"97933586,"
chr9,98161500,98219325,"98197001,"
chr9,98301200,98416000,"98323379,98390955,"
chr9,98426100,98464149,"98464030,98464149,"
chr9,98491300,98654350,"98502098,"
chr9,98719250,98757009,"98743005,98757009,"
chr9,98763950,98890450,"98765185,98803537,98855729,98856025,98886791,"
chr9,98998250,99054100,"99040630,"
chr9,99062350,99208950,"99143886,"
chr9,99258949,99267850,"99258949,"
chr9,99332850,99360500,"99337131,99356661,"
chr9,99530013,99561800,"99530013,"
chr9,99602500,99630425,"99610434,"
chr9,99745300,99931200,"99776589,"
chr9,100456150,100544041,"100471504,100544041,"
chr9,100935294,101046200,"100935294,100978450,"
chr9,101049800,101192950,"101101403,101154162,"
chr9,101905050,102257023,"102257023,"
chr9,102381350,102490100,"102408467,"
chr9,102528454,102584100,"102528454,102528625,"
chr9,102612475,102714300,"102620133,102641977,"
chr9,102737249,102774100,"102737249,"
chr9,102861700,103099900,"102910818,103014403,"
chr9,103110375,103305950,"103132616,103190627,103207656,103267309,103268110,"
chr9,103362800,103685900,"103382658,103664167,"
chr9,103904873,103984400,"103904873,103965451,103966032,"
chr9,104028973,104047200,"104028973,"
chr9,104136550,104165260,"104165260,"
chr9,104233800,104240052,"104240052,"
chr9,104472117,104574000,"104472117,"
chr9,104971125,105047412,"105034135,105047412,"
chr9,105279800,105397447,"105297617,105297721,105303117,105397447,"
chr9,105524400,105605050,"105545324,"
chr9,105698800,105711978,"105711978,"
chr9,105721500,105754825,"105730415,"
chr9,105999022,106060469,"105999022,106056454,106060469,"
chr9,106079500,106183391,"106081170,106101270,106101564,106105438,106124928,106150285,106183391,"
chr9,106270962,106368271,"106270962,106331869,106340567,106350009,106350970,106356187,106368271,"
chr9,106372200,106473298,"106378982,106379639,106402297,106416903,106463956,106473298,"
chr9,106478600,106582200,"106528912,106558440,"
chr9,106707600,106860525,"106724306,106789331,106794269,"
chr9,107134240,107228150,"107134240,107192208,107199019,"
chr9,107235450,107372700,"107240681,107242970,107302210,"
chr9,107436275,107546800,"107436275,107444196,107444539,107449640,107456986,107465585,107471493,107479282,107482500,107483626,107490048,107499406,107507733,107511572,107537673,"
chr9,107553250,107578700,"107569705,"
chr9,107586200,107638400,"107612806,"
chr9,107651200,107790459,"107673333,107775150,107790459,"
chr9,107803050,107849650,"107809219,107830799,107838250,"
chr9,107853293,107863800,"107853293,"
chr9,107868400,107938075,"107877897,107885423,107888247,107897371,107904978,"
chr9,107943000,108092714,"107951620,107955489,107980134,107982766,107996811,108092714,"
chr9,108126600,108250161,"108166067,108192787,108199252,108208282,108208535,108241606,108250161,"
chr9,108255675,108330813,"108295164,108330813,"
chr9,108334050,108377900,"108338812,108362848,108363912,"
chr9,108393019,108403150,"108393019,"
chr9,108410335,108415500,"108410335,108411809,"
chr9,108462831,108495000,"108462831,108469673,108470649,108471107,108472222,108481001,"
chr9,108515200,108564428,"108551711,108564428,"
chr9,108571900,108623100,"108594473,"
chr9,108682800,108705700,"108698324,"
chr9,108710710,108756373,"108710710,108728650,108756373,"
chr9,108761525,108820600,"108816949,"
chr9,108838660,108844100,"108838660,"
chr9,108849850,108930650,"108855789,108871966,108888207,108893946,"
chr9,108941140,108962237,"108941140,108957424,108961765,108962237,"
chr9,108997949,109104100,"108997949,109064536,109098489,"
chr9,109137238,109648603,"109137238,109190190,109242173,109306810,109351654,109398368,109470776,109528571,109605214,109648603,"
chr9,109719140,109733945,"109719140,109733945,"
chr9,109741600,109829900,"109751970,109778082,"
chr9,109834277,109937575,"109834277,"
chr9,110008200,110052125,"110018086,110034527,"
chr9,110130000,110207695,"110146286,110207695,"
chr9,110217600,110265000,"110235796,"
chr9,110268975,110379497,"110310714,110322311,110379198,110379461,110379497,"
chr9,110537600,110604775,"110556665,110559006,"
chr9,110610850,110684475,"110645114,110646190,110649649,110666184,"
chr9,110700688,110705950,"110700688,"
chr9,110712800,110886600,"110716497,110729193,110737091,110747009,110760470,110782587,110782677,110782825,110848662,110854048,"
chr9,110892217,111078150,"110892217,110921795,110959774,111020614,"
chr9,111174112,111178900,"111174112,111174348,"
chr9,111188175,111227300,"111214242,"
chr9,111281650,111403050,"111341584,"
chr9,111940900,112147150,"112021215,112088453,112090270,112090430,112090433,112119765,112119855,112135005,112136780,112136884,112137345,"
chr9,112152600,112159077,"112159077,"
chr9,113593500,113617377,"113617377,"
chr9,113620700,113650590,"113650590,"
chr9,113699100,113772750,"113721703,"
chr9,113836400,113840051,"113840051,"
chr9,113848700,113993450,"113935869,113966471,"
chr9,114021900,114239252,"114239252,"
chr9,114280800,114522900,"114299830,114310236,114405662,114473487,"
chr9,114530950,114582300,"114549192,"
chr9,114606650,114761000,"114640320,114690947,114753270,"
chr9,114833450,114843105,"114843105,"
chr9,114911750,115064400,"114976396,"
chr9,115203850,115245000,"115219539,"
chr9,116024300,116285675,"116084481,"
chr9,117064050,117215300,"117161601,"
chr9,118048500,118077350,"118059198,"
chr9,118373500,118397200,"118387306,"
chr9,118405650,118447500,"118415435,"
chr9,118515826,118615400,"118515826,"
chr9,118829675,119047725,"118835653,118940913,118961895,119002614,119011595,"
chr9,119066211,119108000,"119066211,119099511,"
chr9,119124275,119164000,"119140810,"
chr9,119190950,119303825,"119213966,119249158,119250411,119266498,"
chr9,119311618,119317950,"119311618,"
chr9,119322050,119370550,"119354040,"
chr9,119401600,119585200,"119488134,"
chr9,119634275,119811525,"119734574,119804012,"
chr9,119839100,119876575,"119846676,119846723,"
chr9,119889600,120050000,"119893776,119932716,119977400,120001250,120019516,120036883,120039551,"
chr9,120058859,120173300,"120058859,"
chr9,120192100,120365100,"120213190,"
chr9,120371600,120625200,"120401723,120448935,120480633,"
chr9,120760725,120871500,"120842517,120842695,"
chr9,121127725,121186290,"121186290,"
chr9,121201000,121345250,"121276075,"
chr9,121369200,121416550,"121404807,"
chr9,121523775,121614147,"121550684,121551833,121614147,"
chr9,121628298,121701625,"121628298,121669061,121669150,121686724,121700238,121701625,"
chr9,121731000,121748625,"121740196,"
chr9,121756650,121767118,"121766649,121767118,"
chr9,121790600,121835950,"121807581,121825423,"
chr9,121861851,121922600,"121861851,121905144,"
chr9,122018300,122154900,"122026383,"
chr9,122182500,122249900,"122203492,"
chr9,122253850,122338275,"122260733,"
chr9,122347050,122611400,"122481618,122591993,"
chr9,122714664,122724300,"122714664,"
chr9,122755650,122829100,"122775124,122797588,"
chr9,122832195,122842600,"122832195,"
chr9,122930443,122991800,"122930443,122943858,"
chr9,122996850,123022348,"123022323,123022348,"
chr9,123027600,123125156,"123060063,123125156,"
chr9,123169907,123174800,"123169907,"
chr9,123276057,123347550,"123276057,"
chr9,123359700,123486525,"123387818,123438999,"
chr9,123518250,123550125,"123541683,"
chr9,123566250,123610950,"123587950,"
chr9,123631575,123699200,"123676328,"
chr9,123702700,124061700,"123715594,123760782,123761020,123771246,123836859,123883525,123893241,123936702,124016921,124036281,"
chr10,3134303,3219350,"3134303,"
chr10,3321500,3335700,"3323355,"
chr10,3366075,3557940,"3366075,3557940,"
chr10,3594700,4498800,"4424140,"
chr10,4522597,4547600,"4522597,4541075,"
chr10,4573850,4719800,"4707323,"
chr10,4737325,4787100,"4752813,"
chr10,4791800,5013000,"4795848,"
chr10,5130150,5288650,"5151833,5277477,"
chr10,5700350,5773700,"5734495,"
chr10,5827775,5947700,"5913936,5914188,5917374,"
chr10,5958432,6135900,"5958432,6080212,"
chr10,6368250,6398200,"6373466,"
chr10,6403950,6606164,"6473874,6606164,"
chr10,6869100,7069500,"6980391,"
chr10,7302450,7345700,"7309597,"
chr10,7387301,7393200,"7387301,"
chr10,7428000,7477400,"7445797,"
chr10,7512691,7591100,"7512691,7552267,"
chr10,8143300,8250600,"8238623,"
chr10,8462500,8636550,"8605868,"
chr10,9372400,9440700,"9395006,"
chr10,9526750,9620838,"9620838,"
chr10,10109950,10300850,"10278005,"
chr10,10507550,10802129,"10802129,"
chr10,10970400,11043600,"11001127,11001384,"
chr10,12469500,12715000,"12581533,12684065,"
chr10,12807200,12840400,"12810593,"
chr10,12875400,12897829,"12897829,"
chr10,12904200,12912943,"12912943,"
chr10,12917050,13043966,"13043966,"
chr10,13144350,13225700,"13220833,"
chr10,13272712,13290250,"13272712,13272948,"
chr10,13379000,13594650,"13588636,"
chr10,13686184,13863950,"13686184,"
chr10,14166000,14304500,"14264842,"
chr10,17366450,17453100,"17443033,"
chr10,17507900,17561925,"17516024,"
chr10,17709150,17743058,"17743058,"
chr10,17771900,17775745,"17775745,"
chr10,18115400,18251475,"18127480,18189786,"
chr10,18265882,18463564,"18265882,18463564,"
chr10,18506599,18557000,"18506599,"
chr10,18564876,18591350,"18564876,"
chr10,18626550,18807875,"18731769,18735216,"
chr10,18987850,19117175,"19076344,"
chr10,19240300,19388875,"19311763,19341833,"
chr10,19571265,19575600,"19571265,"
chr10,19623900,19627480,"19627480,"
chr10,19654331,19751500,"19654331,"
chr10,19854150,19925925,"19868725,"
chr10,19928244,19945350,"19928244,"
chr10,20013900,20102200,"20032274,20067624,"
chr10,20361700,20496300,"20444874,"
chr10,20655200,20691975,"20672390,"
chr10,20767150,21021400,"20880790,21015784,"
chr10,21061775,21097105,"21097105,"
chr10,21273800,21359900,"21312950,"
chr10,21582300,21647400,"21601989,"
chr10,21656200,21778400,"21698477,21705909,21712028,21713695,21714471,"
chr10,21878414,21993279,"21878414,21893326,21893680,21893707,21993279,"
chr10,22002925,22318600,"22026525,22081699,22122618,"
chr10,22328200,22388400,"22364816,"
chr10,22420050,22472300,"22451253,"
chr10,22539934,22683600,"22539934,"
chr10,23501400,23507015,"23507015,"
chr10,23516791,23522600,"23516791,"
chr10,23546400,23632000,"23571267,23614493,"
chr10,23640211,23654900,"23640211,"
chr10,23658377,23680299,"23658377,23669363,23680299,"
chr10,23698800,23705452,"23705452,"
chr10,23726700,23895150,"23747027,23757419,23769315,23796305,23812100,23821757,23829340,23869122,"
chr10,23943322,23954700,"23943322,"
chr10,24254050,24335950,"24315247,"
chr10,24402300,24431908,"24431908,"
chr10,24489700,24561400,"24556001,"
chr10,24589791,24614900,"24589791,"
chr10,24620000,24663300,"24647276,"
chr10,24977900,25051000,"25018969,"
chr10,25791900,25835200,"25798060,25798858,"
chr10,25949512,25963100,"25949512,"
chr10,26067200,26094991,"26094991,"
chr10,26240600,26397000,"26394457,"
chr10,26440000,26609050,"26492317,"
chr10,26877900,27603500,"27336748,"
chr10,27632500,28917350,"27794625,28388200,28643313,28706112,28863801,"
chr10,28931448,29033305,"28931448,29032971,29033305,"
chr10,29053875,29082248,"29082248,"
chr10,30286200,30518125,"30320555,30338172,30375673,"
chr10,30522913,30603150,"30522913,30562589,"
chr10,31023700,31547100,"31033210,31134241,31165727,31329531,"
chr10,32647200,33178700,"32803288,"
chr10,33277700,33344406,"33344406,"
chr10,33435800,33665350,"33501921,33577527,33624916,"
chr10,33671018,33735850,"33671018,33709101,"
chr10,33739422,33753750,"33739422,"
chr10,33757402,34027900,"33757402,33764119,33816325,33847778,33927357,34001995,34017226,"
chr10,34048400,34632200,"34109786,34138334,34203205,"
chr10,38541585,38743825,"38541585,38685646,"
chr10,38835225,38883600,"38853701,38853828,38883600,"
chr10,39059675,39310400,"39089604,"
chr10,39321100,39367850,"39332739,"
chr10,39608700,39695300,"39619044,39646729,39679959,"
chr10,39700400,39761700,"39706452,39745074,"
chr10,39773700,39932800,"39862060,"
chr10,39947600,40004600,"39966785,39966845,39977471,"
chr10,40016000,40053100,"40021992,"
chr10,40069113,40231075,"40069113,"
chr10,40290167,40306650,"40290167,"
chr10,40324700,40349816,"40349816,"
chr10,40388500,40513000,"40403087,"
chr10,40546850,40689350,"40602949,40603339,"
chr10,40755000,40870800,"40791390,"
