Chromosome;Start;End;Name;Length;Strand;Half-life (h);k (cpm/h);stderror Half-life;stderror k;Rsquare
chr8;23449377;23449632;Sfrp1;255;+;4.41819383;0.156884738;1.35195363;0.069172953;0.772761083
chr5;129571126;129571384;Sfswap;258;+;2.545497662;0.272303209;0.631529204;0.089848622;0.833260279
chr13;54108093;54108345;Sfxn1;252;+;4.453585969;0.155637993;1.024200057;0.04648192;0.898423893
chr7;126672529;126672780;Sgf29;251;+;4.102546613;0.168955346;1.311615219;0.079401594;0.7753957
chr10;21999642;21999902;Sgk1;260;+;1.597169532;0.433984725;0.304608625;0.10227409;0.900652202
chr2;163013876;163014139;Sgk2;263;+;2.011002615;0.344677414;0.401949357;0.0861021;0.885666503
chr1;58024774;58025024;Sgol2a;250;+;3.955965053;0.175215699;1.477407335;0.104441771;0.720357882
chr1;58025647;58025897;Sgol2a;250;+;2.179854345;0.317978668;0.440776517;0.080593017;0.908882538
chr15;81011818;81012290;Sgsm3;472;+;2.529483556;0.274027154;0.570950535;0.079884255;0.839887042
chr9;83600040;83600291;Sh3bgrl2;251;+;3.732464419;0.185707646;1.066346005;0.074275998;0.812831108
chr1;89153542;89153811;Sh3bp4;269;+;2.082605852;0.332826867;0.472041503;0.097548474;0.872874474
chr11;58347471;58347728;Sh3bp5l;257;+;3.108731178;0.222967874;0.858022924;0.085000598;0.836795612
chr4;85389127;85389379;Sh3gl2;252;+;3.747712207;0.184952083;1.397520754;0.109980136;0.705855042
chr3;89429766;89430029;Shc1;263;+;4.626315788;0.149827036;1.577835737;0.077547646;0.77996836
chr9;109057468;109057792;Shisa5;324;+;6.035873195;0.11483793;2.105957689;0.061539191;0.808179435
chr19;54032871;54033278;Shoc2;407;+;3.327016573;0.208338962;1.007704159;0.090519948;0.720592131
chr10;11215021;11215273;Shprh;252;+;2.761173472;0.251033551;0.832345272;0.108328253;0.724845952
chr5;92965070;92965320;Shroom3;250;+;1.443130641;0.480307992;0.308715568;0.13070926;0.833854547
chrX;6637198;6637454;Shroom4;256;+;2.876269884;0.240988227;1.149986009;0.16053738;0.65147707
chr9;46223933;46224194;Sik3;261;+;2.429370136;0.285319709;0.836717391;0.149895803;0.641069322
chr9;57127647;57128368;Sin3a;721;+;2.281534373;0.303807468;0.518527447;0.089354448;0.817669052
chr8;72739646;72739914;Sin3b;268;+;10.55380266;0.065677482;3.277937141;0.029589147;0.892630559
chr8;72757953;72758203;Sin3b;250;+;3.263474891;0.212395439;1.105932903;0.108871626;0.755106724
chr12;112648896;112649152;Siva1;256;+;8.895298947;0.077922865;3.089793293;0.041471934;0.855898371
chr11;87124384;87124634;Ska2;250;+;1.542035852;0.449501339;0.472422135;0.198533713;0.699235805
chr3;31122322;31122575;Skil;253;+;2.606827246;0.26589686;0.631800499;0.085058984;0.857761723
chr11;52245996;52246282;Skp1a;286;+;11.86312536;0.058428716;5.222856412;0.045956692;0.810516953
chr11;52246426;52246858;Skp1a;432;+;8.830154708;0.078497739;2.513484768;0.031235267;0.908605084
chr5;72978153;72978403;Slain2;250;+;2.146592109;0.322905864;0.580454496;0.119677964;0.752991126
chr5;72978562;72978841;Slain2;279;+;1.657770647;0.418120071;0.368741931;0.119608198;0.853312263
chr18;57946555;57946821;Slc12a2;266;+;3.322270958;0.208636559;0.614051864;0.047305504;0.910655132
chr2;112362905;112363163;Slc12a6;258;+;2.797376502;0.24778473;0.857323839;0.109497933;0.756449817
chr13;73816491;73816752;Slc12a7;261;+;1.851882445;0.374293294;0.417215475;0.108848226;0.851941824
chr3;104657002;104657254;Slc16a1;252;+;4.477156633;0.154818613;1.196707532;0.056477816;0.84812335
chr11;120958520;120959000;Slc16a3;480;+;3.631349211;0.19087869;1.137521852;0.087066444;0.758759382
chr2;180742028;180742278;Slc17a9;250;+;1.628500613;0.425635198;0.386152739;0.132298047;0.826683804
chr10;77050174;77050432;Slc19a1;258;+;3.309319377;0.209453093;0.977679153;0.087825695;0.801216699
chr1;164265116;164265385;Slc19a2;269;+;2.604367506;0.266147991;0.608338199;0.081115036;0.877444155
chr7;16797986;16798274;Slc1a5;288;+;3.160210296;0.219335777;0.931311098;0.091646066;0.804333648
chr2;129211360;129211612;Slc20a1;252;+;2.929414067;0.236616321;0.475760577;0.045879631;0.944527769
chr8;22569357;22569616;Slc20a2;259;+;3.594581989;0.192831095;0.93921804;0.068205506;0.815546622
chrX;48662042;48662298;Slc25a14;256;+;3.326194733;0.208390439;1.201872123;0.117900482;0.71764608
chr9;120124069;120124326;Slc25a38;257;+;4.726458541;0.146652546;1.857820708;0.094976833;0.649558978
chr5;8454486;8454839;Slc25a40;353;+;3.371150266;0.205611476;1.171794402;0.1095477;0.736222703
chrX;36798553;36798808;Slc25a5;255;+;9.140892909;0.075829264;2.345987993;0.026180579;0.932246697
chr2;29816203;29816457;Slc27a4;254;+;3.06780797;0.225942167;0.851250821;0.086771259;0.81342279
chr7;81170166;81170417;Slc28a1;251;+;2.200200522;0.315038186;0.628182326;0.125890031;0.770573054
chr19;5031714;5031972;Slc29a2;258;+;3.781328107;0.183307865;1.300433185;0.096086145;0.75855422
chr4;119137079;119137331;Slc2a1;252;+;4.062043048;0.170640038;0.972505353;0.053713004;0.888796815
chr1;191912934;191913247;Slc30a1;313;+;3.407328976;0.203428312;1.14418818;0.102848338;0.766230946
chr17;74423413;74423663;Slc30a6;250;+;2.162670545;0.320505212;0.517256662;0.100754866;0.846371489
chr4;62391513;62391769;Slc31a1;256;+;3.196355145;0.216855496;0.834149844;0.076576739;0.835069063
chrX;7893776;7894028;Slc35a2;252;+;3.242819627;0.213748299;0.880370486;0.079653649;0.820933294
chr18;36683611;36683868;Slc35a4;257;+;3.887247065;0.178313127;1.428616972;0.103611015;0.72677918
chr11;95391402;95391774;Slc35b1;372;+;5.562274796;0.124615774;1.013403378;0.027762061;0.938854556
chr17;45567419;45567670;Slc35b2;251;+;1.878383859;0.36901253;0.570161698;0.160826515;0.680093168
chr9;53817908;53818161;Slc35f2;253;+;2.926923868;0.236817632;0.584278757;0.059064649;0.906634935
chr19;38405357;38405609;Slc35g1;252;+;2.172450515;0.319062357;0.403196499;0.072711337;0.895623741
chr17;31350448;31350698;Slc37a1;250;+;3.234540945;0.21429538;0.919529533;0.085118773;0.805540466
chr3;90253359;90253612;Slc39a1;253;+;3.379210461;0.205121045;0.553440147;0.040173903;0.941702107
chr12;80683084;80683342;Slc39a9;258;+;2.678830211;0.258749949;0.698152468;0.091204597;0.848773305
chr4;53567551;53567801;Slc44a1;250;+;4.835850064;0.143335126;1.132087115;0.043811619;0.885867042
chr11;78471680;78471945;Slc46a1;265;+;1.381926535;0.501580339;0.359477263;0.176347847;0.761404544
chr5;31553784;31554040;Slc4a1ap;256;+;2.839953724;0.244069886;0.679252938;0.076727508;0.840329162
chr6;91758812;91759063;Slc6a6;251;+;4.480776067;0.154693555;1.315154151;0.064267268;0.832551552
chrX;73682250;73682501;Slc6a8;251;+;3.881327568;0.178585076;0.733322856;0.041601119;0.913513413
chr11;115180928;115181181;Slc9a3r1;253;+;4.935579568;0.140438863;1.475020644;0.059860336;0.832572542
chrX;56663583;56663837;Slc9a6;254;+;2.792096266;0.248253325;0.795712822;0.098948102;0.728536208
chr12;87449671;87449924;Slirp;253;+;10.24137675;0.067681055;5.140964115;0.068219162;0.68154925
chr19;47644995;47645246;Slk;251;+;2.911009912;0.238112271;0.864260696;0.100545331;0.750891159
chr9;70591575;70592237;Sltm;662;+;4.086926944;0.169601069;0.888139054;0.047089503;0.895540734
chr11;43446775;43447032;Slu7;257;+;3.294927587;0.210367956;1.113069807;0.107318736;0.756202481
chr18;76304885;76305149;Smad2;264;+;2.377167131;0.29158538;0.771163632;0.140012173;0.608974034
chr18;76305470;76305726;Smad2;256;+;2.262162798;0.306409062;0.695444316;0.136010676;0.775922096
chr18;76311485;76311747;Smad2;262;+;3.283704765;0.211086937;1.008987037;0.093630951;0.751011474
chr13;56742125;56742378;Smad5;253;+;2.362945381;0.293340331;0.611089441;0.102324155;0.832916129
chr18;75395684;75395934;Smad7;250;+;1.49656051;0.463160144;0.378936759;0.15703711;0.822750748
chr9;21703118;21703368;Smarca4;250;+;7.257524017;0.095507391;2.256849823;0.043103355;0.849440994
chr6;65115795;65116060;Smarcad1;265;+;2.602038201;0.266386243;0.341019916;0.040177921;0.959836088
chr9;110239924;110240178;Smarcc1;254;+;4.415236179;0.156989831;0.944528826;0.042723689;0.905069744
chr15;99713733;99713995;Smarcd1;262;+;3.906774052;0.177421876;0.64355655;0.034990316;0.939371597
chrX;152061719;152061973;Smc1a;254;+;6.191083666;0.111958943;1.576293795;0.038242302;0.888255079
chr4;52487914;52488365;Smc2;451;+;3.687430269;0.187975671;0.685995337;0.042962928;0.93116474
chr19;53644896;53645149;Smc3;253;+;3.324011657;0.208527301;0.583185496;0.044369869;0.934563979
chr3;69034371;69034623;Smc4;252;+;4.007090797;0.172980153;0.67592005;0.035098998;0.942778057
chr12;11317996;11318246;Smc6;250;+;3.344544965;0.207247081;0.738987231;0.058779333;0.854741621
chr9;15545007;15545259;Smco4;252;+;5.06599808;0.13682342;1.648721283;0.066012705;0.778425629
chr15;82348811;82349064;Smdt1;253;+;10.55745764;0.065654744;5.593366623;0.073977502;0.649881078
chr3;88362087;88362337;Smg5;250;+;3.313548951;0.209185737;0.660149601;0.052044138;0.909719047
chr11;75164190;75164448;Smg6;258;+;2.961604105;0.23404451;0.554412316;0.053903955;0.921116185
chr7;24422519;24422778;Smg9;259;+;3.948802972;0.175533493;0.778953503;0.043135307;0.909497001
chrX;56377547;56377797;Smim10l2a;250;+;2.705137138;0.256233657;1.0775147;0.16963119;0.623045342
chr4;127247556;127247812;Smim12;256;+;3.975463262;0.174356329;1.27413633;0.082238744;0.744484175
chr13;108048896;108049169;Smim15;273;+;3.128465611;0.221561387;0.813252052;0.077826623;0.843089886
chr5;53278289;53278541;Smim20;252;+;2.324383094;0.298206945;0.70496031;0.129814192;0.727980129
chr13;100137448;100137698;Smn1;250;+;3.94456021;0.175722297;0.768700843;0.042532701;0.911217601
chr2;131524916;131525183;Smox;267;+;4.294909546;0.161388074;1.274159217;0.068073849;0.775063775
chr16;17643248;17643498;Smpd4;250;+;3.79961685;0.182425547;0.839600167;0.051744478;0.87928959
chr16;17644578;17644830;Smpd4;252;+;3.513633583;0.19727361;1.210676027;0.103707699;0.745918031
chr6;85446176;85446429;Smyd5;253;+;6.943889651;0.099821169;2.867347246;0.070211941;0.697436234
chr2;120600227;120600722;Snap23;495;+;4.529386295;0.153033355;1.461980403;0.072938429;0.792016954
chr2;120601004;120601254;Snap23;250;+;4.047805653;0.171240232;1.280582018;0.079244467;0.77906114
chr16;17430576;17430826;Snap29;250;+;0.617182384;1.123083222;0.176031617;0.44814193;0.608098817
chr12;73984137;73984392;Snapc1;255;+;1.727783048;0.401177209;0.350147336;0.101965367;0.870163671
chr8;4255969;4256222;Snapc2;253;+;2.426107434;0.285703416;0.555377583;0.084818913;0.865683099
chr4;83453080;83453340;Snapc3;260;+;3.019899379;0.229526581;0.858859963;0.091220544;0.825904023
chr6;28888567;28888832;Snd1;265;+;4.932225789;0.140534357;1.577953014;0.066111681;0.715232619
chr11;96047155;96047412;Snf8;257;+;5.514967569;0.125684725;1.600027286;0.051367064;0.790773488
chr4;132310774;132311024;Snhg12;250;+;1.155542928;0.599845461;0.288215097;0.199330071;0.695303273
chr11;117078705;117078955;Snhg20;250;+;1.501950351;0.461498065;0.213258337;0.076370699;0.932914172
chr4;125073785;125074043;Snip1;258;+;2.416982593;0.286782033;0.703781279;0.117809754;0.795514723
chr2;127240201;127240452;Snrnp200;251;+;5.984239794;0.115828778;0.957233463;0.022055907;0.949497374
chr11;32208741;32208995;Snrnp25;254;+;9.734642076;0.071204177;3.589161349;0.041585564;0.850515568
chr4;130389667;130390030;Snrnp40;363;+;4.686987697;0.147887561;1.083781035;0.044481971;0.902937972
chr7;66074336;66074587;Snrpa1;251;+;7.220707661;0.095994356;2.498185435;0.050780428;0.793618496
chr2;143071491;143071748;Snrpb2;257;+;6.379313244;0.108655455;1.327277921;0.028546116;0.937368835
chr17;27851711;27851967;Snrpc;256;+;8.384879429;0.082666327;2.930263225;0.044409008;0.836023794
chr18;10627724;10628230;Snrpd1;506;+;5.443371595;0.12733784;0.873483153;0.024339206;0.957766881
chr7;19152476;19152732;Snrpd2;256;+;14.04197315;0.04936252;6.737762065;0.045534406;0.812843206
chr10;75535190;75535468;Snrpd3;278;+;7.722770585;0.089753693;1.670434491;0.024771867;0.942036669
chr6;86378652;86378905;Snrpg;253;+;18.35658515;0.037760138;12.61231543;0.082907452;0.6170019
chr9;56982949;56983204;Snupn;255;+;2.756838477;0.251428289;0.564306463;0.064711761;0.884027435
chr6;51590352;51590675;Snx10;323;+;4.073416455;0.170163593;1.520832389;0.101383656;0.666473584
chr18;53220610;53220860;Snx2;250;+;7.339453974;0.094441246;3.436760374;0.083166132;0.659985596
chr10;42535119;42535371;Snx3;252;+;6.471703797;0.107104281;1.891347533;0.044226127;0.867258515
chr16;33299305;33299702;Snx4;397;+;4.899171419;0.141482533;1.219572036;0.046893187;0.882623985
chr11;97398286;97398542;Socs7;256;+;2.065481647;0.335586221;0.354442793;0.0695169;0.925089039
chr16;90226072;90226334;Sod1;262;+;13.19239516;0.05254142;5.270597436;0.034957302;0.878120187
chr17;13015088;13015605;Sod2;517;+;7.819690785;0.088641252;2.247094975;0.035743721;0.898639502
chr17;13017670;13018119;Sod2;449;+;3.304205919;0.209777235;0.520650602;0.03923782;0.94688565
chr3;55209705;55209957;Sohlh2;252;+;5.107750734;0.135704974;2.055180036;0.09136501;0.666361413
chr16;91663067;91663318;Son;251;+;3.042877821;0.2277933;0.898486013;0.095443889;0.734507404
chr16;91665452;91665706;Son;254;+;3.3685579;0.20576971;1.273845668;0.125133586;0.602083181
chr16;91678800;91679192;Son;392;+;3.714022651;0.186629767;0.711215804;0.044203322;0.91304572
chr3;34652202;34652463;Sox2;261;+;1.813456665;0.382224287;0.358159328;0.094068195;0.90551822
chr15;102432697;102432947;Sp1;250;+;2.657322519;0.260844205;0.620601114;0.079480779;0.862375864
chr15;102436138;102436404;Sp1;266;+;3.054545812;0.226923158;0.588037962;0.05410055;0.919086897
chr11;78322203;78322454;Spag5;251;+;3.366029651;0.205924265;0.784311086;0.062558594;0.8785914
chr11;94125830;94126084;Spag9;254;+;1.686995724;0.410876667;0.401854019;0.128478003;0.767927292
chr17;74390863;74391116;Spast;253;+;3.247060187;0.213469151;0.892313307;0.080892501;0.728350739
chr14;60764300;60764556;Spata13;256;+;2.612765632;0.265292521;0.6258465;0.083562734;0.843157403
chr3;37578840;37579096;Spata5;256;+;2.863528885;0.242060481;0.803039775;0.09433886;0.815496199
chr15;99212959;99213214;Spats2;255;+;1.785847972;0.388133364;0.369245441;0.101169151;0.860579821
chr10;75312123;75312400;Specc1l;277;+;2.315035547;0.299411031;0.444928679;0.071234728;0.907586311
chr3;55137061;55137332;Spg20;271;+;2.982875612;0.23237549;1.02519773;0.121690512;0.642135004
chr9;65487205;65487455;Spg21;250;+;4.223099848;0.164132321;0.787130656;0.037600332;0.916917276
chr8;123097499;123097753;Spg7;254;+;4.702063092;0.147413416;1.537423388;0.071615367;0.752099391
chr16;44386982;44387232;Spice1;250;+;1.898212449;0.365157852;0.371989159;0.089000583;0.887403714
chr13;51149825;51150075;Spin1;250;+;2.540453121;0.272843917;0.620278495;0.088137408;0.826097173
chr13;51152298;51152562;Spin1;264;+;1.882654183;0.368175519;0.327736546;0.077601906;0.907518287
chr2;119249261;119249515;Spint1;254;+;4.400048211;0.157531724;1.459995375;0.078228386;0.789739248
chr5;104440802;104441053;Spp1;251;+;4.321125416;0.160408948;0.689118668;0.030435186;0.943573969
chr10;80868457;80868708;Sppl2b;251;+;1.512844425;0.458174792;0.36282788;0.144553215;0.79174884
chr5;115098540;115098793;Sppl3;253;+;2.464298197;0.281275692;0.396084031;0.053867153;0.93979905
chr2;117180031;117180281;Spred1;250;+;3.706833939;0.1869917;1.394840249;0.112813262;0.671524257
chr2;117182026;117182277;Spred1;251;+;1.406425267;0.492843237;0.372026333;0.177253336;0.699322686
chr11;20023775;20024025;Spred2;250;+;2.681556452;0.258486887;0.716852436;0.094312911;0.832953298
chr17;24891889;24892147;Spsb3;258;+;3.167234517;0.218849339;1.114256926;0.118780835;0.718084448
chr2;30031198;30031450;Sptan1;252;+;4.627489023;0.149789049;0.88758297;0.035549077;0.922304557
chr15;59330936;59331193;Sqle;257;+;3.792630127;0.182761608;0.83444528;0.051553425;0.890330208
chr2;157471587;157471839;Src;252;+;3.634164487;0.190730822;1.072684061;0.079873307;0.781545284
chr15;82205130;82205380;Srebf2;250;+;5.619805065;0.123340075;1.693920686;0.05321815;0.845593396
chr18;52490384;52490871;Srfbp1;487;+;2.076734689;0.333767806;0.547875763;0.119607695;0.822751969
chr4;148594356;148594619;Srm;263;+;4.324592621;0.160280341;0.940686948;0.044556096;0.909322278
chr18;34336303;34336599;Srp19;296;+;5.290711327;0.131012096;1.18746659;0.037914503;0.910332253
chr5;76998217;76998467;Srp72;250;+;4.986266853;0.139011249;1.936880945;0.088295889;0.659802766
chr5;76999161;76999431;Srp72;270;+;7.396215175;0.09371647;3.679871247;0.092796725;0.602791362
chr5;76999621;76999935;Srp72;314;+;5.110693662;0.13562683;1.010183853;0.033412439;0.91608075
chr1;182131556;182131806;Srp9;250;+;6.187556899;0.112022757;1.603861178;0.039197399;0.876534488
chr1;182132142;182132415;Srp9;273;+;3.926890432;0.176512992;0.794004197;0.044735763;0.899756152
chr9;35216753;35217007;Srpr;254;+;3.304762258;0.20974192;0.852538899;0.072918784;0.852339349
chr17;23824486;23824743;Srrm2;257;+;4.521495223;0.153300434;1.07224913;0.047655706;0.890884269
chr11;88051235;88051613;Srsf1;378;+;5.403594908;0.128275193;1.133630427;0.034055708;0.926925155
chr11;88051703;88051953;Srsf1;250;+;6.333488848;0.109441604;2.712761672;0.081997062;0.650555098
chr11;88053506;88053757;Srsf1;251;+;4.236813678;0.163601053;1.006916144;0.051002405;0.878665361
chr4;135865568;135865818;Srsf10;250;+;3.722934073;0.186183039;0.876771446;0.057354408;0.882886966
chr4;135867136;135867386;Srsf10;250;+;3.964513839;0.174837876;1.272540107;0.08264873;0.625616216
chr4;135868127;135868377;Srsf10;250;+;3.527021875;0.196524775;1.197848235;0.10106883;0.67686666
chr4;135869583;135869899;Srsf10;316;+;3.665421057;0.189104381;0.957270346;0.066844144;0.824531951
chr17;29041853;29042112;Srsf3;259;+;4.624748473;0.149877812;0.85762217;0.034121111;0.930430723
chr17;29042490;29042896;Srsf3;406;+;4.843094269;0.143120729;0.969226267;0.035808233;0.92395253
chr17;29043122;29043372;Srsf3;250;+;2.98843328;0.231943335;1.026021792;0.121268611;0.600891335
chr4;131901450;131901725;Srsf4;275;+;3.387503624;0.204618875;0.770234695;0.060217181;0.886492431
chr12;80949920;80950174;Srsf5;254;+;4.813471096;0.144001525;1.347311781;0.055974043;0.855316083
chr12;80950256;80950507;Srsf5;251;+;3.292738332;0.210507824;0.531913359;0.040557415;0.941940543
chr2;162934959;162935352;Srsf6;393;+;4.256755179;0.162834636;0.773030524;0.036132633;0.93612026
chr2;162936870;162937120;Srsf6;250;+;3.402743492;0.203702448;0.656069402;0.04865628;0.895506766
chr5;115332830;115333084;Srsf9;254;+;5.745090075;0.120650359;1.372338263;0.037864739;0.905432145
chr2;152111105;152111376;Srxn1;271;+;2.843745698;0.243744432;0.541514305;0.057331812;0.914511843
chr2;69871182;69871509;Ssb;327;+;4.235256044;0.163661222;0.53569072;0.023697865;0.967468182
chr6;40480742;40480992;Ssbp1;250;+;7.36281487;0.094141601;2.669223925;0.053537902;0.795541782
chr4;107048444;107048694;Ssbp3;250;+;3.373509839;0.205467662;0.966992679;0.082561524;0.72834195
chr4;107049299;107049694;Ssbp3;395;+;4.33516366;0.159889507;1.070163609;0.052406716;0.860244646
chr3;88588163;88588419;Ssr2;256;+;4.664799111;0.148591003;0.665739329;0.024736533;0.962827738
chrX;73790565;73790828;Ssr4;263;+;9.09735869;0.076192135;3.280153073;0.042962529;0.858532347
chr2;85046861;85047114;Ssrp1;253;+;6.329840115;0.10950469;1.859491198;0.04554969;0.871733198
chr4;155733526;155733873;Ssu72;347;+;5.178854842;0.133841786;0.857113397;0.026544297;0.936776659
chr3;146439887;146440142;Ssx2ip;255;+;1.824913691;0.379824637;0.556359089;0.166582415;0.730733281
chr9;100958293;100958544;Stag1;251;+;3.211482328;0.215834032;0.82221327;0.074274433;0.835125429
chrX;42276925;42277186;Stag2;261;+;4.025355897;0.172195254;0.892739213;0.049072539;0.89378797
chr5;138312140;138312393;Stag3;253;+;5.800452261;0.119498817;2.139187005;0.069820212;0.630243266
chr2;14147288;14147538;Stam;250;+;2.844422479;0.243686438;0.587173433;0.063389639;0.889547628
chr11;98380853;98381112;Stard3;259;+;1.683162877;0.411812303;0.565020734;0.208097415;0.626122844
chr2;127298682;127298934;Stard7;252;+;3.807946723;0.182026491;0.86831499;0.053767392;0.889587094
chr10;127660737;127660987;Stat6;250;+;3.391299328;0.204389856;1.133903311;0.102666228;0.758485779
chr5;54119447;54119933;Stim2;486;+;2.909463011;0.23823887;0.903332315;0.107275598;0.720655107
chr10;80130223;80130685;Stk11;462;+;3.572763639;0.194008686;0.708117878;0.04795742;0.903392093
chr1;75213899;75214243;Stk16;344;+;3.227199252;0.21478289;0.677035173;0.057022045;0.895077796
chr2;129832023;129832285;Stk35;262;+;2.517850913;0.275293178;0.458007392;0.061211597;0.915083255
chr6;146776303;146776553;Stk38l;250;+;2.20577759;0.314241646;0.451085718;0.080783368;0.88603359
chr2;164155271;164155523;Stk4;252;+;3.104159437;0.223296256;0.61871442;0.055586268;0.913141303
chr4;126140771;126141029;Stk40;258;+;2.676715415;0.25895438;0.510441282;0.061017672;0.906038997
chr4;134473338;134473843;Stmn1;505;+;7.420029826;0.093415687;1.485436201;0.023382063;0.951064826
chr3;8560242;8560499;Stmn2;257;+;6.928019816;0.100049826;1.576146338;0.02946504;0.917766663
chr3;8561044;8561294;Stmn2;250;+;6.798818301;0.101951126;2.967275468;0.078954376;0.666876545
chr3;8561350;8561607;Stmn2;257;+;4.190301823;0.165417006;1.35707511;0.079232382;0.632342702
chr9;58262269;58262524;Stoml1;255;+;3.875808537;0.178839376;1.077936081;0.068901431;0.834895171
chr6;137750760;137751097;Strap;337;+;5.860989955;0.118264523;1.528665585;0.041729771;0.889329062
chr6;137751327;137751580;Strap;253;+;5.3579879;0.129367067;2.042943077;0.079724278;0.693407626
chr6;137751675;137751930;Strap;255;+;2.026513137;0.342039323;0.361398065;0.074236521;0.912082157
chr7;16840677;16840931;Strn4;254;+;4.591637271;0.15095861;1.337066996;0.06201795;0.827822836
chr2;174099346;174099771;Stx16;425;+;3.667032496;0.189021281;1.044354801;0.075268602;0.828499939
chr5;38136568;38136821;Stx18;253;+;4.037219374;0.171689254;1.423410862;0.093497418;0.729240829
chr7;127848715;127848965;Stx4a;250;+;6.802947705;0.101889241;2.918328323;0.076544503;0.706465253
chr19;8755391;8755642;Stx5a;251;+;3.671079056;0.188812927;1.562033237;0.13984147;0.608627395
chr1;155203267;155203517;Stx6;250;+;2.568178917;0.269898322;0.749733752;0.111277417;0.744500012
chr14;73595398;73595650;Sucla2;252;+;5.433164745;0.127577059;0.963681683;0.027507359;0.943266278
chr6;73276655;73276907;Suclg1;252;+;11.52909435;0.060121564;6.084185502;0.067180325;0.720075763
chr19;46488545;46488804;Sufu;259;+;4.510438355;0.153676234;1.471921387;0.074443993;0.76332028
chr8;70262855;70263107;Sugp2;252;+;2.509831556;0.276172789;0.525025324;0.073053835;0.8908166
chr14;79628728;79628978;Sugt1;250;+;4.328331041;0.160141906;0.75554335;0.033865475;0.936669109
chr10;77617175;77617425;Sumo3;250;+;4.933332894;0.140502819;0.722632809;0.024112842;0.962740008
chr5;139249539;139249840;Sun1;301;+;2.697464753;0.256962461;0.436724026;0.049639341;0.931249589
chr3;54728509;54728762;Supt20;253;+;3.314045055;0.209154423;0.894267597;0.077296374;0.778939949
chr11;87743364;87743618;Supt4a;254;+;5.774524877;0.120035361;1.547414845;0.04394125;0.874782584
chr2;26919920;26920185;Surf2;265;+;2.48113703;0.279366747;0.802746575;0.133616524;0.703896984
chr12;80880582;80880833;Susd6;251;+;1.57381124;0.440425867;0.471112787;0.18816591;0.758642193
chr11;80033643;80034123;Suz12;480;+;2.768271257;0.250389906;0.510865167;0.056664807;0.927186307
chr4;119201048;119201298;Svbp;250;+;5.907580272;0.117331826;2.18033886;0.068636053;0.724977133
chr8;84887145;84887446;Syce2;301;+;6.364489695;0.108908524;1.965952725;0.048677324;0.761002464
chr4;134937287;134937539;Syf2;252;+;3.012565004;0.230085386;0.504827026;0.046317965;0.934556586
chr7;19054362;19054622;Sympk;260;+;8.091721319;0.085661277;2.659444872;0.041936644;0.844209997
chr15;80113186;80113440;Syngr1;254;+;6.689987344;0.10360964;2.030232405;0.045142213;0.84424141
chr11;117814036;117814288;Syngr2;252;+;5.075959195;0.136554916;1.11979316;0.038651881;0.877094603
chr12;32976659;32976909;Sypl;250;+;6.744788847;0.10276781;2.902566985;0.077634885;0.711661983
chr2;164464710;164464969;Sys1;259;+;5.840606893;0.118677253;2.190828123;0.071237595;0.7470702
chr7;107548399;107548655;Syt9;256;+;4.997711486;0.138692916;1.483607586;0.058554291;0.837578939
chr19;6053457;6053718;Syvn1;261;+;3.739243628;0.18537096;1.090401998;0.076308399;0.797100855
chrX;85634070;85634469;Tab3;399;+;1.895324075;0.365714333;0.618952752;0.177346427;0.655768396
chr7;130764510;130764784;Tacc2;274;+;2.139060689;0.324042784;0.284166712;0.049642822;0.95402497
chr5;33671945;33672202;Tacc3;257;+;4.497948348;0.154102966;0.784469728;0.032554142;0.943204323
chr1;166393366;166393620;Tada1;254;+;3.979840209;0.174164575;1.626917787;0.120425324;0.666905317
chr4;132292841;132293330;Taf12;489;+;4.14260285;0.167321659;1.369263649;0.08261069;0.787984138
chr3;108581607;108582068;Taf13;461;+;2.759637743;0.25117325;0.389327571;0.041255643;0.954862193
chr11;83506490;83506742;Taf15;252;+;3.887777784;0.178288786;1.093169649;0.069741402;0.745950663
chr1;183409937;183410206;Taf1a;269;+;1.194377607;0.580341741;0.282180091;0.179523494;0.817443947
chr19;47083229;47083479;Taf5;250;+;2.393000701;0.289656071;0.639592134;0.105658058;0.793739306
chr13;100655746;100656060;Taf9;314;+;4.436032431;0.156253858;0.764460038;0.032533699;0.941600239
chr1;172507125;172507379;Tagln2;254;+;7.241133016;0.095723581;1.933215035;0.034863814;0.903115219
chr7;141402722;141402976;Taldo1;254;+;11.45156293;0.060528609;3.530764321;0.02698115;0.917857331
chr2;59845465;59845715;Tanc1;250;+;2.203274411;0.314598661;0.33119601;0.055656762;0.945544768
chr17;33929040;33929291;Tapbp;251;+;6.562588739;0.105620999;2.219895543;0.053991285;0.780107749
chr15;102523353;102523676;Tarbp2;323;+;4.882604377;0.141962594;0.997195092;0.036434875;0.922439232
chr6;113710832;113711082;Tatdn2;250;+;3.328770032;0.208229218;0.873102002;0.074034986;0.824083508
chr6;52766237;52766489;Tax1bp1;252;+;5.080765699;0.136425732;1.818938316;0.076076985;0.763228796
chr6;52766529;52766779;Tax1bp1;250;+;4.210642691;0.164617906;1.246927076;0.069259858;0.808218564
chrX;74289895;74290151;Taz;256;+;3.933048243;0.176236633;1.129729641;0.071022876;0.821130282
chr5;64351230;64351486;Tbc1d1;256;+;4.512353079;0.153611025;1.690931856;0.092062034;0.722010384
chr11;4215252;4215506;Tbc1d10a;254;+;2.989047797;0.23189565;0.778974627;0.081735225;0.763923047
